University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
Queens University,queenSU,Employment Relations (EMPR),Compensation,3.00,,,,,,,,"Compensation, including direct wages, indirect payments, and employee benefits, is studied in the context of economic and motivational theory, and from the point of view of practice. Topics include strategic perspectives on pay, pay equity legislation, internal equity and alignment of pay structures, external competitiveness, pay for performance.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/empr/,https://www.queensu.ca/english/people
Queens University,queenSU,Employment Relations (EMPR),Managing Employee Attitudes for Organizational Success,3.00,,,,,,,,"There is increasing recognition of the critical role of managers in shaping key employee attitudes (job satisfaction, motivation, and engagement), with important effects for organizational performance. Students will explore a range of theories and practices that are demonstrated drivers of employee attitudes and organizational success.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/empr/,https://www.queensu.ca/english/people
Queens University,queenSU,Employment Relations (EMPR),Human Resource Analytics,3.00,,,,,,,,"This course introduces students to the foundational logic, metrics, analysis, and interpretation needed to link human resource practices to broader indicators of business strategy and organizational performance. Students will learn to gather, analyze, and interpret HR metrics to make better decisions about managing people in organizations.
LEARNING HOURS 120 (24L;24G;12O;60P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/empr/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Introduction to Literary Study,6.00,,,,,,,,"An introduction to literary study, with an emphasis on the formal analysis of a diverse range of poetry and prose. Specific content and approach vary from section to section, but all sections share the goals of developing sensitivity to genre, cultivating writing skills, and providing students with a set of literary terms and critical techniques as a foundation for further literary study.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
NOTE Also offered at the Bader International Studies Centre, Herstmonceux (Learning Hours may vary).
LEARNING HOURS 240 (48L;24T;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Intro To Study Of Lit. In Engl,6.00,,,,,,,,"
",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Modern Prose Fiction,6.00,,,,,,,,"This course is designed to promote interest in and understanding of modern prose fiction by introducing students to a selection of the best novels and short stories of the 20th century. British, American, and Canadian authors are represented.
NOTE This course cannot be counted toward an ENGL Plan nor used as a prerequisite for upper-year ENGL courses.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Modern Prose Fiction l,3.00,,,,,,,,"This course is designed to promote interest in and understanding of modern prose fiction by introducing students to a selection of the best novels and short stories of the 20th century from across the globe.
NOTE ENGL 161 is offered in the Fall term, and is linked to ENGL 162, which is offered in the Winter; although students are encouraged to enroll in both 161 and 162, these are separate courses that can be taken on their own.
NOTE This course cannot be counted toward an ENGL Plan nor used as a pre-requisite for upper-year ENGL courses.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Modern Prose Fiction ll,3.00,,,,,,,,"This course is designed to promote interest in and understanding of modern prose fiction by introducing students to a selection of the best novels and short stories of the 20th century from across the globe.
NOTE ENGL 162 is offered in the Winter term, and is linked to ENGL 161, which is offered in the Fall; although students are encouraged to enroll in both 161 and 162, these are separate courses that can be taken on their own.
NOTE This course cannot be counted toward an ENGL Plan nor used as a prerequisite for upper-year ENGL courses.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),History of Literature in English,6.00,,,,,,,,"An historical survey of literature from the British Isles and beyond. Through the study of representative works, the course aims to familiarize students with the characteristics of literary periods from the Middle Ages to the present.
NOTE Enrolment preference is given to students registered in ENGL Plans.
NOTE Also offered online. Consult Arts and Science Online. Learning Hours may vary.
LEARNING HOURS 240 (72L;168P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),History of English Language,3.00,,,,,,,,"A survey history of the English language from its origins in proto-Indo-European to the variety of contemporary world Englishes, with special emphasis on English as a language of literature.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Medieval European Literature,6.00,,,,,,,,"Introduction to the literature of Britain and Western Europe from the twelfth to the fifteenth centuries. Non-English works are read in translation; some training in Middle English is provided. Readings may include romance, troubadour poetry, history and pseudo history, drama, women's writing, and authors such as Dante, Boccaccio, and Chaucer.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Canterbury Tales,3.00,,,,,,,,"A study of Chaucer¿s major work intended to provide a comprehensive coverage of the tales and to consider the innovative nature of the text in its cultural, political, and literary contexts.  Students receive instruction in Middle English.",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),15th & 16th Century Literature,3.00,,,,,,,,"A study of texts on both sides of the controversial boundary between the Middle Ages and the Renaissance. Texts are chosen to trace the development of a particular category of writing, such as courtly literature, religious writing, drama, or writing by women. Some texts are read in Middle English; language instruction is provided.",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Canadian Literature,6.00,,,,,,,,"A survey of Canadian literature in English from its beginnings to the contemporary period. Readings will include poetry, short fiction and nonfiction, as well as novels from various eras; authors to be studied may include Moodie, Atwood, Klein, Richler, Callaghan, Ondaatje, Laurence, Munro, Brand, and King.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),American Literature,6.00,,,,,,,,"A survey of American prose and poetry from the Puritans to the present.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Postcolonial Literatures,3.00,,,,,,,,"A comparative survey of representative works of literature from around the globe (including Africa, Australia, the Caribbean, and the Indian subcontinent) that engage with the history and legacy of colonialism. Themes under consideration may include: cultural memory; economic underdevelopment; hybrid identity; linguistic diversity; political resistance.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Introduction to Indigenous Literatures in Canada,3.00,,,,,,,,"This course examines Indigenous novels, traditional stories, poetry, short stories, and plays from various time periods, written by Métis, Inuit, and First Nations authors. We will study the themes, aesthetics, and politics of the texts, using a combination of culturally specific and pan-Indigenous approaches.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Selected Women Writers Pre-1900,3.00,,,,,,,,"A survey of women writers from before 1900. The historical and geographical focus of the course may vary from year to year; for details, consult the Department.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
NOTE When offered online, it is focused on nineteenth-century women writers in English.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Women Writers Post-1900,3.00,,,,,,,,"A survey of women writers from after 1900. The historical and geographical focus of the course may vary from year to year; for details, consult the Department.
NOTE Also offered online. Consult Arts and Science Online. Learning Hours may vary.
LEARNING HOURS 120 (36L;84P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Special Topics in Genre I,3.00,,,,,,,,"For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Special Topics In Genre II,3.00,,,,,,,,"For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),The Short Story in English,3.00,,,,,,,,"A study of this relatively modern genre with emphasis on methods of close textual analysis of European, British, and North American texts.
LEARNING HOURS 120 (36L;84P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Life Writing,3.00,,,,,,,,"Life writing includes autobiography, biography, diaries, letters, and memoirs. The aim of this course will be to explore its generic conventions and innovations, to consider the interplay between lived experience and its textual representation, and to examine the social and cultural dimensions of life stories.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Children's Literature,3.00,,,,,,,,"A critical study of literature written for children or appropriated by adults for the nursery. The emphasis will be on distinguishing the characteristics and cultural significance of a variety of works from the medieval to the modern period.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Comics and Graphic Novels,3.00,,,,,,,,"A study of the art of graphic narrative from newspaper strips of the Golden Age to current graphic novels, comprising history, aesthetics, and close reading of graphic narrative as a form of literature.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Modern British Fiction,3.00,,,,,,,,"A study of modern fiction, including works by such writers as James, Conrad, Ford, Joyce, Woolf.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Modern British Poetry and Drama,3.00,,,,,,,,"A study of form and technique in modern poetry and plays by such writers as Yeats, Eliot, Auden, Shaw, Beckett.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Authors in Context: Special Topics I,3.00,,,,,,,,"For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Authors in Context: Special Topics II,3.00,,,,,,,,"For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Shakespeare,6.00,,,,,,,,"A study of Shakespeare's plays in relation to the social, intellectual, and political climate of the Elizabethan and Jacobean periods and with reference to theatrical production.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Elizabethan Shakespeare,3.00,,,,,,,,"A study of eight of Shakespeare's plays in relation to the social, intellectual, and political climate of the Elizabethan period and with reference to theatrical production.
NOTE Also offered at the Bader International Studies Centre, Herstmonceux (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Jacobean Shakespeare,3.00,,,,,,,,"A study of eight of Shakespeare's plays in relation to the social, intellectual, and political climate of the Jacobean period and with reference to theatrical production.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Global Shakespeare,3.00,,,,,,,,"A study of the dissemination of Shakespeare's plays across a range of cultures and sites from the early seventeenth century to the present, with a focus on the development of Shakespeare as a 'global' author. Selected plays will be studied in historical context and in geographically diverse adaptations in theatrical, print, and electronic media.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Issues and Themes: Special Topics I,3.00,,,,,,,,"For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Issues and Themes: Special Topics II,3.00,,,,,,,,"For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature and the Fantastic,3.00,,,,,,,,"A study of literature dealing with the fantastic or containing supernatural or uncanny elements. This course may include samples of myth, romance, Gothic literature, and fantasy from a variety of periods.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature and War,3.00,,,,,,,,"A study of texts that have war as their subject, examining the cultural functions war literature performs (such as recruiting, celebrating, healing, mourning, witnessing, commemorating, protesting), as well as its role in the construction of collective memory and national identity. The particular focus may vary from year to year; for detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature and the Environment,3.00,,,,,,,,"Through study of literary texts, this course will introduce students to a range of ways humans have imagined or documented their relation to the natural world. Students will engage with a range of cultural perspective including Indigenous environmental knowledge. Assignments will include personal reflection, essay, and exam.
LEARNING HOURS 120(33L;6Oc;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature and Gender,3.00,,,,,,,,"This course will explore how different literary works represent desire, romance, queerness, and other gender-related issues. Particular focus may vary from year to year; for detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature And Place,3.00,,,,,,,,"A study of English-language literature emphasizing or relating to its sense of place. Course content may vary from year to year.
NOTE Also offered at the Bader International Studies Centre, Herstmonceux (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature and Censorship,3.00,,,,,,,,"Students will read a range of controversial books, and discuss the contexts and content of calls that they be banned. What ideas about literature, religion, and social order underpin such initiatives? Can limiting access to literature ever be justified? Authors may include Milton, Rushdie, Hitler, Twain, Nabokov, Joyce, Lee, and Morrison.
LEARNING HOURS 120 (36L;84P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Legends of King Arthur: Medieval to Modern,3.00,,,,,,,,"This course investigates the enduring popularity of the legend of Arthur, with an emphasis on its adaptability to the changing values and viewpoints of different cultural moments (Celtic, Medieval, Victorian, Modern). Themes to be investigated may include chivalry, courtly love, the grail quest, national identity, politics and gender relationships.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).
NOTE Also offered at the Bader International Study Centre, Herstmonceux (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Contemporary Canadian Literature,6.00,,,,,,,,"A study of particular issues and themes in Canadian literature from the 1970s to the present (e.g., postmodernism, multiculturalism, gender and sexual diversity, class relations, migration).
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Issues and Themes in Canadian Literature I,3.00,,,,,,,,"A study of one particular issue or theme in Canadian literature. For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Issues and Themes in Canadian Literature II,3.00,,,,,,,,"A study of one particular issue or theme in Canadian literature. For detailed information, consult the Department.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Unsettling Kingston/Ka'tarokwi,3.00,,,,,,,,"The British Army established Kingston in 1783 in the wake of defeat in the Revolutionary War. Before and since, this has been Indigenous space, named by the Hurons Ka'tarohkwi. Engaging literary, geographical, and historical perspectives, this course grapples with concepts of treaty, territory, memory, and place to unsettle colonial presumptions.
LEARNING HOURS 114(36L;6Oc;72P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Seminar in Literature Interpretation,3.00,,,,,,,,"An intensive study of one text or a cluster of related texts, cultivating close reading skills through discussion. The course develops students' writing abilities and also introduces the basic research tools of literary studies.
LEARNING HOURS 120 (36S;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literature on Screen and Stage,3.00,,,,,,,,"A study of the relationships between literary texts written in English, from classics to contemporary popular fiction, and their adaptations in a range of media, comprising close analysis, historical and cultural investigation into national and transnational formulations of adaptation, and discussion of the processes and theories of adaptation.
NOTE Also offered at the Bader International Study Centre, Herstmonceux (Learning Hours may vary).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Introduction to Literary Criticism and Theory,6.00,,,,,,,,"Emphasizes literary, rhetorical, and critical terminology, the variety of critical approaches, and the ways in which critical practices (e.g., of editing, interpretation, or evaluation) are related to literary theory. Surveys works of literary theory ranging from ancient to contemporary times.
NOTE Enrolment preference is given to Majors and Medials.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Introductory Approaches to Cultural Studies,3.00,,,,,,,,"Introduces cultural studies from a primarily literary perspective, surveying critical approaches associated with this interdisciplinary field of study, and paying special attention to the study of popular culture and questions of aesthetic value through readings drawn from a range of pop cultural genres (such as horror, romance, crime fiction).
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Cultural Studies:  Theory into Practice,3.00,,,,,,,,"In-depth exploration of the cultural significance of one particular genre, issue, or theme (for instance, spy fiction, literary prizes, youth subcultures). Topics may vary from year to year; for detailed information, consult the departmental website.
LEARNING HOURS 120 (36L;84P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Introduction to Literary Criticism and Theory l,3.00,,,,,,,,"Surveys influential works of literary and critical theory, with a particular focus on contemporary movements that have informed the interpretation and evaluation of literary texts (e.g., formalism, Marxism, psychoanalysis, deconstruction, postcolonialism, feminist and queer studies).
Note: ENGL 296 is offered in the Fall term, and is linked to ENGL 297, which is offered in the Winter; although students are encouraged to enroll in both 296 and 297, these are separate courses that can be taken on their own.
Learning Hours: 120(36L;84P",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Introduction to Literary Criticism and Theory ll,3.00,,,,,,,,"Surveys influential works of literary and critical theory, with a particular focus on contemporary movements that have informed the interpretation and evaluation of literary texts (e.g., formalism, Marxism, psychoanalysis, deconstruction, postcolonialism, feminist and queer studies).
Note:ENGL 297 is offered in the Winter term, and is linked to ENGL 296, which is offered in the Winter; although students are encouraged to enroll in both 296 and 297, these are separate courses that can be taken on their own.
Learning Hours:120(36L;84P)",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),The Northern World: Vikings and Saxons,6.00,,,,,,,,"A survey of major literary works written in Old English and Old Norse from the ninth to the thirteenth centuries. Readings will include sagas, epics, elegies, riddles, mythology, as well as historical and religious writing.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Medieval Literature of the British Isles,6.00,,,,,,,,"A survey of vernacular literature composed in the British Isles before 1500. Readings may be taken from Welsh, Irish, Old English, Norman and Middle English literature and may include such works as The Mabinogion, the Lais of Marie de France, Beowulf, Sir Gawain and the Green Knight, and selections from Chaucer.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Middle English Literature,6.00,,,,,,,,"A study of the poetry, drama, and prose of late medieval Britain. Texts are read in Middle English; language training is provided. Readings may include the dramatic cycles, Arthurian romance, Chaucer and his successors, women's writing, spiritual writing, historiography, and the culture of political and religious dissent.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Literatures and Cultures of the Medieval World,6.00,,,,,,,,"This course introduces students to major pieces of medieval literature, their cultural contexts, and associated critical paradigms. Situating texts from England in an international context illuminates the dynamic literary exchange among England, Europe, and the Islamicate cultures of the Mediterranean.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Romance: Medieval to Early Modern,6.00,,,,,,,,"This course surveys early romance, and particularly chivalric romance, from its first flowering during the twelfth century to the allegorical romance of the early modern period. Writers and works to be read may include Chrétien de Troyes, Marie de France, Sir Gawain and the Green Knight, Sir Thomas Malory, Sir Philip Sidney, and Edmund Spenser.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
Queens University,queenSU,English (ENGL),Renaissance Poetry and Prose,6.00,,,,,,,,"A study of Renaissance poetry and prose but excluding drama, with emphasis on the works of Sidney, Spenser, Shakespeare, Donne, and Milton. Such writers as More, Marlowe, Nashe, Jonson, and Bacon may be included.
LEARNING HOURS 240 (72L;168P).",https://me.queensu.ca/Graduate/MEng/Projects.html,https://www.queensu.ca/,https://www.queensu.ca/academic-calendar/arts-science/course-descriptions/engl/,https://www.queensu.ca/english/people
